Moisture,Category_One_Defects,Category_Two_Defects,Quakers,Altitude,Variety,Processing_Method,Country_of_Origin,Color,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Total_Cup_Points,Classe
0.11,5,9,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Green,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,72.58,Tradicional
0.11,1,0,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Green,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,80.5,Tradicional
0.12,5,8,0.0,1311.0,Unknown,Natural / Dry,United States (Hawaii),Green,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,78.75,Tradicional
0.0,1,2,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Blue-Green,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,74.42,Tradicional
0.11,2,8,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Green,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,78.25,Tradicional
0.07,0,0,0.0,1268.0,Bourbon,Natural / Dry,Brazil,Green,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,82.33,Tradicional
0.1,0,0,0.0,1260.0,Yellow Bourbon,Natural / Dry,Brazil,Green,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,84.0,Gourmet
0.11,0,0,0.0,1100.0,Bourbon,Natural / Dry,Brazil,Blue-Green,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,82.33,Tradicional
0.1,0,2,0.0,1260.0,Bourbon,Washed / Wet,Brazil,Green,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,81.67,Tradicional
0.11,0,0,0.0,1260.0,Yellow Bourbon,Semi-washed / Semi-pulped,Brazil,Bluish-Green,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,82.5,Superior
0.0,0,3,0.0,1200.0,Bourbon,Semi-washed / Semi-pulped,Brazil,Green,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,80.58,Tradicional
0.1,0,0,0.0,1100.0,Bourbon,Natural / Dry,Brazil,Unknown,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,80.92,Tradicional
0.1,1,5,0.0,1227.0,Catuai,Semi-washed / Semi-pulped,Brazil,Green,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,83.33,Superior
0.11,0,0,0.0,1100.0,Bourbon,Natural / Dry,Brazil,Green,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,82.25,Tradicional
0.0,0,0,0.0,1100.0,Bourbon,Natural / Dry,Brazil,Green,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,81.42,Tradicional
0.0,0,0,0.0,1260.0,Yellow Bourbon,Natural / Dry,Brazil,Green,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,82.42,Superior
0.0,0,1,0.0,1200.0,Bourbon,Semi-washed / Semi-pulped,Brazil,Green,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,83.83,Superior
0.1,0,0,0.0,1260.0,Yellow Bourbon,Natural / Dry,Brazil,Green,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,83.83,Superior
0.0,0,1,0.0,1200.0,Bourbon,Washed / Wet,Brazil,Green,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,83.08,Superior
0.11,0,0,0.0,1100.0,Bourbon,Natural / Dry,Brazil,Green,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,81.83,Tradicional
0.0,0,0,7.0,1311.0,Unknown,Natural / Dry,Outros,Green,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,76.83,Tradicional
0.0,0,9,0.0,1200.0,Other,Other,Outros,Unknown,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,82.83,Superior
0.0,0,4,0.0,1100.0,Catuai,Washed / Wet,Outros,Green,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,82.75,Superior
0.1,0,1,0.0,1350.0,Catimor,Natural / Dry,Thailand,Bluish-Green,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,83.92,Superior
0.11,0,4,0.0,1280.0,Typica,Washed / Wet,Outros,Green,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,83.33,Superior
0.1,0,28,0.0,1200.0,Typica,Washed / Wet,China,Green,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,78.0,Tradicional
0.13,0,1,0.0,1350.0,Mandheling,Semi-washed / Semi-pulped,Indonesia,Blue-Green,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,80.67,Tradicional
0.0,0,3,0.0,1400.0,Mandheling,Other,Indonesia,Blue-Green,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,84.42,Gourmet
0.11,0,0,1.0,1250.0,Other,Other,Indonesia,Green,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,81.83,Tradicional
0.13,0,8,0.0,1500.0,Sumatra,Semi-washed / Semi-pulped,Indonesia,Bluish-Green,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,83.5,Superior
0.1,0,4,0.0,1311.0,Unknown,Natural / Dry,Nicaragua,Green,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,80.08,Tradicional
0.1,0,0,0.0,1311.0,Typica,Washed / Wet,Colombia,Green,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,80.25,Tradicional
0.0,0,15,0.0,1311.0,Unknown,Natural / Dry,Colombia,Bluish-Green,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,72.83,Tradicional
0.01,0,8,0.0,1200.0,Typica,Unknown,Mexico,Unknown,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,79.17,Tradicional
0.0,0,0,0.0,1200.0,Typica,Unknown,Mexico,Unknown,6.67,6.33,6.42,6.83,7.0,6.92,10.0,10.0,10.0,76.75,Tradicional
0.0,0,3,0.0,1311.0,Unknown,Unknown,Outros,Unknown,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,84.67,Gourmet
0.0,0,1,0.0,1493.0,Unknown,Unknown,Ethiopia,Unknown,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,84.33,Gourmet
0.0,0,1,0.0,1600.0,Unknown,Unknown,Costa Rica,Unknown,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,81.58,Tradicional
0.1,1,9,0.0,1300.0,Caturra,Washed / Wet,Thailand,Green,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,86.17,Gourmet
0.0,0,0,0.0,1600.0,Other,Washed / Wet,Outros,Bluish-Green,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,82.92,Superior
0.11,0,0,0.0,1800.0,Unknown,Unknown,Colombia,Green,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,82.67,Superior
0.0,0,0,0.0,1550.0,Caturra,Other,Outros,Green,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,83.0,Superior
0.07,0,0,0.0,1550.0,Catimor,Natural / Dry,Outros,Unknown,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,83.17,Superior
0.11,11,0,0.0,1040.0,Other,Other,Outros,Green,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,82.83,Superior
0.12,0,0,0.0,1040.0,Caturra,Washed / Wet,Outros,Bluish-Green,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,81.75,Tradicional
0.0,0,2,0.0,1550.0,Catimor,Other,Outros,Unknown,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,80.17,Tradicional
0.0,0,17,0.0,1040.0,Other,Natural / Dry,Outros,Unknown,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,82.92,Superior
0.12,0,2,0.0,1040.0,Other,Natural / Dry,Outros,Green,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,82.08,Tradicional
0.11,1,12,0.0,1400.0,Caturra,Washed / Wet,Guatemala,Green,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,80.25,Tradicional
0.12,0,2,0.0,1350.0,Caturra,Washed / Wet,Guatemala,Unknown,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,82.17,Tradicional
0.11,0,1,0.0,1300.0,Caturra,Washed / Wet,Guatemala,Bluish-Green,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,83.75,Superior
0.11,0,1,0.0,1450.0,Caturra,Natural / Dry,Guatemala,Green,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,83.67,Superior
0.0,0,7,0.0,1400.0,Caturra,Washed / Wet,Guatemala,Unknown,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,85.17,Gourmet
0.11,0,0,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Green,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,80.75,Tradicional
0.0,0,3,0.0,1200.0,Caturra,Washed / Wet,Colombia,Green,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,79.33,Tradicional
0.12,0,4,0.0,1450.0,Caturra,Washed / Wet,Guatemala,Green,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,81.17,Tradicional
0.12,0,3,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Green,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,83.33,Superior
0.11,0,2,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Green,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,87.17,Gourmet
0.1,0,4,0.0,1100.0,Catuai,Washed / Wet,Costa Rica,Bluish-Green,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,79.75,Tradicional
0.15,0,3,0.0,1200.0,Unknown,Unknown,El Salvador,Unknown,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,84.75,Gourmet
0.1,0,2,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Bluish-Green,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,85.33,Gourmet
0.04,1,1,0.0,1387.0,Unknown,Unknown,Guatemala,Unknown,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,84.33,Gourmet
0.14,0,3,0.0,1200.0,Unknown,Unknown,El Salvador,Unknown,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,83.17,Superior
0.0,1,3,0.0,1200.0,Unknown,Unknown,El Salvador,Unknown,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,82.83,Superior
0.0,0,0,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Bluish-Green,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,85.33,Gourmet
0.12,0,0,0.0,1000.0,Typica,Washed / Wet,Outros,Green,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,80.75,Tradicional
0.08,1,0,0.0,1020.0,Unknown,Unknown,Outros,Unknown,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,72.33,Tradicional
0.14,8,16,0.0,350.0,Typica,Natural / Dry,Outros,Blue-Green,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,67.92,Tradicional
0.11,0,0,0.0,825.0,Blue Mountain,Washed / Wet,Outros,Bluish-Green,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,81.5,Tradicional
0.1,0,1,0.0,825.0,Typica,Washed / Wet,Outros,Unknown,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,77.25,Tradicional
0.03,0,0,0.0,1500.0,Unknown,Unknown,Indonesia,Unknown,8.33,8.25,7.83,7.75,8.5,8.42,10.0,10.0,10.0,87.42,Gourmet
0.18,0,2,0.0,925.0,Unknown,Unknown,Nicaragua,Unknown,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,84.75,Gourmet
0.01,0,0,0.0,1400.0,Unknown,Unknown,El Salvador,Unknown,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,85.42,Gourmet
0.0,0,2,0.0,2000.0,Unknown,Unknown,United States (Hawaii),Unknown,8.33,8.42,8.08,8.25,8.25,8.0,10.0,10.0,10.0,87.92,Gourmet
0.09,2,4,0.0,1050.0,Unknown,Unknown,Mexico,Unknown,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,83.38,Superior
0.07,0,0,0.0,1311.0,Caturra,Unknown,Nicaragua,Unknown,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,83.0,Superior
0.0,0,0,0.0,1700.0,Bourbon,Unknown,Guatemala,Unknown,8.42,8.5,8.42,8.42,8.33,8.42,10.0,10.0,10.0,89.75,Gourmet
0.0,0,0,0.0,427.0,Unknown,Unknown,United States (Hawaii),Unknown,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,86.0,Gourmet
0.1,0,10,0.0,1250.0,Yellow Bourbon,Semi-washed / Semi-pulped,Brazil,Unknown,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,80.5,Tradicional
0.08,0,2,0.0,1200.0,Yellow Bourbon,Unknown,Brazil,Unknown,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,86.17,Gourmet
0.01,0,3,0.0,1200.0,Yellow Bourbon,Unknown,Brazil,Unknown,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,86.17,Gourmet
0.12,0,0,0.0,1250.0,Bourbon,Semi-washed / Semi-pulped,Brazil,Bluish-Green,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,81.83,Tradicional
0.12,0,4,0.0,1250.0,Yellow Bourbon,Semi-washed / Semi-pulped,Brazil,Bluish-Green,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,83.0,Superior
0.0,1,1,0.0,1200.0,Yellow Bourbon,Semi-washed / Semi-pulped,Brazil,Green,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,81.5,Tradicional
0.11,0,3,0.0,1325.0,Sumatra Lintong,Semi-washed / Semi-pulped,Indonesia,Green,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,85.17,Gourmet
0.1,0,3,0.0,1500.0,Bourbon,Washed / Wet,El Salvador,Blue-Green,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,85.58,Gourmet
0.11,0,2,0.0,1500.0,Bourbon,Natural / Dry,El Salvador,Bluish-Green,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,84.17,Gourmet
0.12,0,1,0.0,1700.0,Unknown,Washed / Wet,Outros,Bluish-Green,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,85.75,Gourmet
0.02,0,2,0.0,1500.0,Unknown,Unknown,Thailand,Unknown,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,83.83,Superior
0.01,0,0,0.0,1500.0,Unknown,Unknown,Thailand,Unknown,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,81.58,Tradicional
0.0,0,4,0.0,1400.0,Typica,Washed / Wet,Outros,Unknown,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,79.0,Tradicional
0.11,0,0,0.0,1311.0,Peaberry,Unknown,Thailand,Unknown,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,83.42,Superior
0.0,0,0,0.0,1311.0,Unknown,Unknown,Thailand,Unknown,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,82.92,Superior
0.0,0,0,0.0,1311.0,Unknown,Unknown,Thailand,Unknown,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,83.0,Superior
0.11,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Green,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,82.0,Tradicional
0.0,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Green,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,80.0,Tradicional
0.12,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Bluish-Green,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,83.67,Superior
0.0,1,0,0.0,1311.0,Peaberry,Unknown,Thailand,Unknown,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,79.67,Tradicional
0.12,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Bluish-Green,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,83.17,Superior
0.12,0,0,0.0,1311.0,Other,Washed / Wet,Thailand,Bluish-Green,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,82.67,Superior
0.01,0,0,0.0,1311.0,Unknown,Unknown,Thailand,Unknown,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,83.83,Superior
0.12,0,0,0.0,1311.0,Other,Washed / Wet,Thailand,Green,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,84.0,Gourmet
0.12,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Green,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,82.58,Superior
0.0,0,3,0.0,800.0,Unknown,Washed / Wet,Thailand,Green,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,81.0,Tradicional
0.12,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Green,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,82.5,Superior
0.2,0,0,0.0,1311.0,Unknown,Unknown,Thailand,Unknown,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,81.58,Tradicional
0.06,0,0,0.0,1311.0,Unknown,Unknown,Thailand,Unknown,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,84.0,Gourmet
0.12,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Green,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,79.75,Tradicional
0.12,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Blue-Green,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,79.67,Tradicional
0.28,0,0,0.0,1311.0,Unknown,Unknown,Thailand,Unknown,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,83.0,Superior
0.0,0,0,0.0,1311.0,Peaberry,Unknown,Thailand,Unknown,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,80.92,Tradicional
0.12,0,0,0.0,800.0,Unknown,Washed / Wet,Thailand,Bluish-Green,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,82.17,Tradicional
0.12,0,0,0.0,1000.0,Bourbon,Semi-washed / Semi-pulped,Taiwan,Green,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,86.08,Gourmet
0.12,0,0,0.0,650.0,Typica,Washed / Wet,Taiwan,Bluish-Green,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,82.0,Tradicional
0.0,0,0,0.0,800.0,Typica,Washed / Wet,Taiwan,Green,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,82.17,Tradicional
0.0,0,0,0.0,350.0,Typica,Natural / Dry,Taiwan,Green,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,84.83,Gourmet
0.0,0,0,0.0,1000.0,Typica,Natural / Dry,Taiwan,Unknown,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,79.75,Tradicional
0.1,0,0,0.0,800.0,Typica,Washed / Wet,Taiwan,Green,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,78.58,Tradicional
0.1,0,0,0.0,1000.0,Bourbon,Washed / Wet,Taiwan,Blue-Green,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,83.25,Superior
0.12,0,0,0.0,758.0,Typica,Washed / Wet,Taiwan,Bluish-Green,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,81.0,Tradicional
0.11,0,0,0.0,850.0,Typica,Washed / Wet,Taiwan,Blue-Green,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,79.25,Tradicional
0.0,0,0,0.0,850.0,Typica,Semi-washed / Semi-pulped,Taiwan,Unknown,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,81.58,Tradicional
0.0,0,0,0.0,700.0,Typica,Washed / Wet,Taiwan,Green,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,81.83,Tradicional
0.11,0,3,0.0,1200.0,Typica,Washed / Wet,Taiwan,Green,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,83.92,Superior
0.1,0,0,0.0,600.0,Typica,Washed / Wet,Taiwan,Blue-Green,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,79.75,Tradicional
0.0,0,0,0.0,750.0,Typica,Natural / Dry,Taiwan,Green,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,83.08,Superior
0.12,0,0,0.0,1000.0,Typica,Washed / Wet,Taiwan,Blue-Green,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,84.25,Gourmet
0.1,0,0,0.0,800.0,Typica,Washed / Wet,Taiwan,Blue-Green,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,81.58,Tradicional
0.0,0,0,0.0,750.0,Typica,Natural / Dry,Taiwan,Green,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,83.75,Superior
0.0,0,1,0.0,525.0,Typica,Washed / Wet,Taiwan,Green,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,83.83,Superior
0.09,0,0,0.0,600.0,Typica,Washed / Wet,Taiwan,Green,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,82.0,Tradicional
0.12,0,0,0.0,680.0,Typica,Natural / Dry,Taiwan,Green,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,81.25,Tradicional
0.11,0,0,5.0,1050.0,Typica,Pulped natural / honey,Taiwan,Green,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,82.58,Superior
0.11,0,0,0.0,775.0,Typica,Washed / Wet,Taiwan,Bluish-Green,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,77.67,Tradicional
0.11,0,0,0.0,800.0,Typica,Semi-washed / Semi-pulped,Taiwan,Green,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,84.92,Gourmet
0.1,0,0,0.0,1200.0,Caturra,Natural / Dry,Taiwan,Bluish-Green,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,83.67,Superior
0.1,0,4,0.0,968.0,Typica,Washed / Wet,Taiwan,Bluish-Green,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,84.08,Gourmet
0.0,0,0,0.0,650.0,Yellow Bourbon,Natural / Dry,Taiwan,Green,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,82.75,Superior
0.0,0,0,0.0,1200.0,Sumatra,Pulped natural / honey,Taiwan,Green,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,86.58,Gourmet
0.0,3,4,0.0,650.0,Yellow Bourbon,Washed / Wet,Taiwan,Green,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,78.0,Tradicional
0.09,31,0,0.0,350.0,Caturra,Natural / Dry,Taiwan,Green,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,82.92,Superior
0.11,0,0,0.0,900.0,Typica,Washed / Wet,Taiwan,Blue-Green,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,81.5,Tradicional
0.12,1,5,0.0,1311.0,Unknown,Natural / Dry,United States (Hawaii),Green,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6.0,77.58,Tradicional
0.0,2,1,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,86.25,Gourmet
0.0,0,0,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,83.33,Superior
0.05,12,1,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,80.17,Tradicional
0.0,0,1,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Bluish-Green,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,82.25,Tradicional
0.11,0,1,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Blue-Green,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,84.42,Gourmet
0.12,5,7,0.0,1311.0,Hawaiian Kona,Washed / Wet,United States (Hawaii),Green,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,80.33,Tradicional
0.0,1,1,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Bluish-Green,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,81.83,Tradicional
0.0,0,1,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Unknown,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,85.58,Gourmet
0.03,2,0,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,82.67,Superior
0.0,0,1,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,85.0,Gourmet
0.0,0,0,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,83.67,Superior
0.0,1,4,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Unknown,8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,10.0,86.25,Gourmet
0.02,3,12,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,81.83,Tradicional
0.12,0,0,0.0,1311.0,Hawaiian Kona,Washed / Wet,United States (Hawaii),Green,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,82.75,Superior
0.11,0,0,0.0,1311.0,Hawaiian Kona,Natural / Dry,United States (Hawaii),Bluish-Green,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,82.08,Tradicional
0.12,0,0,0.0,1311.0,Hawaiian Kona,Washed / Wet,United States (Hawaii),Green,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,83.08,Superior
0.0,0,17,0.0,1311.0,Unknown,Unknown,United States (Hawaii),Unknown,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,81.5,Tradicional
